Id,Expected
e2cd066b9fdbc3bbc04a3afe1f119f21_1,
3bbc04a3afe1f119f21b248d152b672a_0,629151 10 630431 10 631711 10 632971 45 634251 45 635531 45 636811 45 638081 65 639361 65 640641 65 641921 65 643191 80 644471 80 645751 80 647031 80 648306 90 649586 90 650866 90 652141 100 653421 100 654701 100 655981 100 657251 115 658531 115 659811 115 661091 115 662366 125 663646 125 664926 125 666206 125 667481 135 668761 135 670041 135 671316 140 672596 140 673876 140 675156 140 676431 150 677711 150 678991 150 680271 150 681546 155 682826 155 684106 155 685386 155 686661 165 687941 165 689221 165 690501 170 691781 170 693061 170 694341 170 695616 175 696896 175 698176 175 699456 175 700736 180 702016 180 703296 180 704576 180 705851 185 707131 185 708411 185 709691 185 710971 185 712251 185 713531 185 714806 195 716086 195 717366 195 718646 195 719926 195 721206 195 722486 195 723766 195 725046 200 726326 200 727606 200 728886 200 730166 200 731446 200 732726 200 734001 205 735281 205 736561 205 737841 205 739121 205 740401 205 741681 205 742961 205 744241 210 745521 210 746801 210 748081 210 749361 210 750641 210 751921 210 753201 215 754481 215 755761 215 757041 215 758321 215 759601 215 760881 215 762161 215 763441 215 764721 215 766001 215 767281 215 768561 215 769841 215 771121 215 772406 215 773686 215 774966 215 776246 215 777526 215 778806 215 780086 215 781366 215 782646 215 783926 215 785206 215 786486 215 787766 215 789046 215 790326 215 791606 215 792886 215 794166 215 795446 215 796726 220 798006 220 799286 220 800566 220 801851 215 803131 215 804411 215 805691 215 806971 215 808251 215 809531 215 810816 210 812096 210 813376 210 814656 210 815936 210 817216 210 818496 210 819776 210 821056 210 822336 210 823616 210 824901 205 826181 205 827461 205 828741 205 830026 200 831306 200 832586 200 833866 200 835151 195 836431 195 837711 195 838991 195 840276 190 841556 190 842836 190 844121 185 845401 185 846681 185 847961 185 849246 175 850526 175 851806 175 853086 175 854371 170 855651 170 856931 170 858211 170 859496 160 860776 160 862056 160 863336 160 864616 160 865896 160 867176 160 868461 150 869741 150 871021 150 872301 150 873586 145 874866 145 876146 145 877426 145 878716 130 879996 130 881276 130 882561 120 883841 120 885121 120 886401 120 887686 110 888966 110 890246 110 891526 110 892816 90 894096 90 895376 90 896656 90 897946 70 899226 70 900506 70 901816 15 903096 15 904376 15 905656 15
3bbc04a3afe1f119f21b248d152b672a_1,
d5060a633a8d5b2b2b55157b7781e2c7_0,1060681 5 1061961 5 1063241 5 1064521 5 1065776 65 1067056 65 1068336 65 1069601 90 1070881 90 1072161 90 1073441 90 1074706 115 1075986 115 1077266 115 1078546 115 1079816 135 1081096 135 1082376 135 1083656 135 1084926 155 1086206 155 1087486 155 1088756 165 1090036 165 1091316 165 1092596 165 1093866 180 1095146 180 1096426 180 1097706 180 1098976 195 1100256 195 1101536 195 1102816 195 1104091 205 1105371 205 1106651 205 1107926 210 1109206 210 1110486 210 1111766 210 1113041 220 1114321 220 1115601 220 1116881 220 1118156 225 1119436 225 1120716 225 1121996 225 1123271 235 1124551 235 1125831 235 1127111 240 1128391 240 1129671 240 1130951 240 1132226 250 1133506 250 1134786 250 1136066 250 1137341 255 1138621 255 1139901 255 1141181 255 1142461 260 1143741 260 1145021 260 1146301 260 1147581 260 1148861 260 1150141 260 1151416 265 1152696 265 1153976 265 1155256 265 1156536 260 1157816 260 1159096 260 1160376 260 1161656 260 1162936 260 1164216 260 1165491 265 1166771 265 1168051 265 1169331 265 1170611 260 1171891 260 1173171 260 1174451 260 1175731 255 1177011 255 1178291 255 1179571 255 1180851 255 1182131 255 1183411 255 1184691 250 1185971 250 1187251 250 1188531 250 1189806 250 1191086 250 1192366 250 1193646 250 1194926 250 1196206 250 1197486 250 1198766 250 1200046 245 1201326 245 1202606 245 1203886 245 1205166 245 1206446 245 1207726 245 1209006 240 1210286 240 1211566 240 1212846 240 1214126 240 1215406 240 1216686 240 1217966 240 1219251 230 1220531 230 1221811 230 1223101 205 1224381 205 1225661 205 1226941 205
d5060a633a8d5b2b2b55157b7781e2c7_1,
7af2ed9fbb63b28163a745959c039830_0,638221 15 639501 15 640781 15 642061 15 643326 50 644606 50 645886 50 647166 50 648436 70 649716 70 650996 70 652266 85 653546 85 654826 85 656106 85 657376 105 658656 105 659936 105 661216 105 662486 115 663766 115 665046 115 666326 115 667601 125 668881 125 670161 125 671436 135 672716 135 673996 135 675276 135 676551 140 677831 140 679111 140 680391 140 681666 150 682946 150 684226 150 685506 150 686781 155 688061 155 689341 155 690616 160 691896 160 693176 160 694456 160 695731 170 697011 170 698291 170 699571 170 700851 170 702131 170 703411 170 704691 170 705966 175 707246 175 708526 175 709806 175 711086 175 712366 175 713646 175 714921 180 716201 180 717481 180 718761 180 720036 185 721316 185 722596 185 723876 185 725156 190 726436 190 727716 190 728991 195 730271 195 731551 195 732831 195 734106 200 735386 200 736666 200 737946 200 739226 200 740506 200 741786 200 743066 200 744346 200 745626 200 746906 200 748181 205 749461 205 750741 205 752021 205 753301 205 754581 205 755861 205 757141 205 758416 205 759696 205 760976 205 762256 205 763536 205 764816 205 766096 205 767376 205 768656 205 769936 205 771216 205 772491 210 773771 210 775051 210 776331 210 777611 210 778891 210 780171 210 781451 210 782731 210 784011 210 785291 210 786566 215 787846 215 789126 215 790406 215 791686 215 792966 215 794246 215 795526 215 796806 210 798086 210 799366 210 800646 210 801926 210 803206 210 804486 210 805761 215 807041 215 808321 215 809601 215 810881 210 812161 210 813441 210 814721 210 816001 210 817281 210 818561 210 819841 210 821116 215 822396 215 823676 215 824956 215 826236 215 827516 215 828796 215 830076 210 831356 210 832636 210 833916 210 835196 210 836476 210 837756 210 839036 210 840311 215 841591 215 842871 215 844151 215 845431 215 846711 215 847991 215 849271 215 850551 215 851831 215 853111 215 854391 210 855671 210 856951 210 858231 210 859506 210 860786 210 862066 210 863346 210 864626 210 865906 210 867186 210 868466 210 869746 210 871026 210 872306 210 873586 205 874866 205 876146 205 877426 205 878706 205 879986 205 881266 205 882546 200 883826 200 885106 200 886386 200 887666 195 888946 195 890226 195 891506 195 892786 190 894066 190 895346 190 896626 190 897906 190 899186 190 900466 190 901746 185 903026 185 904306 185 905586 185 906866 185 908146 185 909426 185 910706 185 911986 180 913266 180 914546 180 915826 180 917106 175 918386 175 919666 175 920946 170 922226 170 923506 170 924786 170 926071 160 927351 160 928631 160 929911 160 931191 160 932471 160 933751 160 935036 145 936316 145 937596 145 938876 145 940156 140 941436 140 942716 140 943996 140 945276 135 946556 135 947836 135 949116 135 950401 130 951681 130 952961 130 954241 125 955521 125 956801 125 958081 125 959366 115 960646 115 961926 115 963206 115 964491 105 965771 105 967051 105 968331 105 969611 100 970891 100 972171 100 973456 90 974736 90 976016 90 977296 90 978581 80 979861 80 981141 80 982421 80 983706 70 984986 70 986266 70 987546 70 988836 50 990116 50 991396 50 992691 15 993971 15 995251 15 996531 15
7af2ed9fbb63b28163a745959c039830_1,
94a7f32574d6c748c41743c6c08a1d1a_0,471 420 1751 420 3031 420 4311 420 5576 455 6856 455 8136 455 9416 455 10696 455 11976 455 13256 455 14536 455 15811 460 17091 460 18371 460 19651 460 20926 470 22206 470 23486 470 24766 480 26046 480 27326 480 28606 480 29886 490 31166 490 32446 490 33726 490 35001 500 36281 500 37561 500 38841 500 40116 520 41396 520 42676 520 43956 520 45231 525 46511 525 47791 525 49071 525 50346 535 51626 535 52906 535 54186 535 55466 540 56746 540 58026 540 59306 540 60586 540 61866 540 63146 540 64426 540 65706 545 66986 545 68266 545 69541 550 70821 550 72101 550 73381 550 74661 550 75941 550 77221 550 78501 550 79776 555 81056 555 82336 555 83616 555 84896 555 86176 555 87456 555 88736 555 90011 560 91291 560 92571 560 93851 560 95131 555 96411 555 97691 555 98971 555 100246 560 101526 560 102806 560 104086 560 105366 560 106646 560 107926 560 109206 560 110481 560 111761 560 113041 560 114321 560 115601 560 116881 560 118161 560 119436 565 120716 565 121996 565 123276 565 124556 565 125836 565 127116 565 128396 565 129671 565 130951 565 132231 565 133511 565 134791 565 136071 565 137351 565 138631 565 139906 565 141186 565 142466 565 143746 565 145026 565 146306 565 147586 565 148866 565 150141 570 151421 570 152701 570 153976 570 155256 570 156536 570 157816 570 159096 570 160376 570 161656 570 162936 570 164211 575 165491 575 166771 575 168051 575 169326 580 170606 580 171886 580 173166 580 174446 580 175726 580 177006 580 178286 580 179561 585 180841 585 182121 585 183401 585 184681 585 185961 585 187241 585 188521 585 189796 595 191076 595 192356 595 193636 595 194916 595 196196 595 197476 595 198751 600 200031 600 201311 600 202591 600 203871 600 205151 600 206431 600 207711 600 208991 600 210271 600 211551 600 212831 600 214106 605 215386 605 216666 605 217946 605 219221 610 220501 610 221781 610 223061 610 224341 605 225621 605 226901 605 228181 605 229456 610 230736 610 232016 610 233296 610 234576 610 235856 610 237136 610 238416 610 239691 615 240971 615 242251 615 243526 620 244806 620 246086 620 247366 620 248641 620 249921 620 251201 620 252481 620 253761 620 255041 620 256321 620 257601 620 258876 620 260156 620 261436 620 262716 620 263991 625 265271 625 266551 625 267831 625 269111 620 270391 620 271671 620 272951 620 274226 625 275506 625 276786 625 278066 625 279341 625 280621 625 281901 625 283181 625 284461 625 285741 625 287021 625 288296 625 289576 625 290856 625 292136 625 293416 625 294696 625 295976 625 297256 625 298531 625 299811 625 301091 625 302371 625 303646 625 304926 625 306206 625 307486 625 308766 620 310046 620 311326 620 312606 620 313886 615 315166 615 316446 615 317726 615 319001 615 320281 615 321561 615 322841 615 324121 610 325401 610 326681 610 327961 610 329236 610 330516 610 331796 610 333076 605 334356 605 335636 605 336916 605 338191 605 339471 605 340751 605 342031 605 343311 600 344591 600 345871 600 347151 600 348426 600 349706 600 350986 600 352266 600 353546 595 354826 595 356106 595 357386 595 358661 600 359941 600 361221 600 362501 600 363781 595 365061 595 366341 595 367621 595 368896 600 370176 600 371456 600 372736 600 374016 595 375296 595 376576 595 377851 595 379131 595 380411 595 381691 595 382966 595 384246 595 385526 595 386806 595 388086 590 389366 590 390646 590 391926 590 393201 595 394481 595 395761 595 397041 595 398321 590 399601 590 400881 590 402161 590 403436 590 404716 590 405996 590 407276 590 408556 590 409836 590 411116 590 412396 590 413676 585 414956 585 416236 585 417511 585 418791 585 420071 585 421351 585 422631 580 423911 580 425191 580 426471 580 427751 575 429031 575 430311 575 431591 575 432866 575 434146 575 435426 575 436706 575 437986 570 439266 570 440546 570 441826 570 443106 565 444386 565 445666 565 446946 565 448226 555 449506 555 450786 555 452066 555 453346 555 454626 555 455906 555 457186 555 458461 555 459741 555 461021 555 462301 555 463581 555 464861 555 466141 555 467416 555 468696 555 469976 555 471256 555 472531 560 473811 560 475091 560 476371 560 477651 560 478931 560 480211 560 481491 560 482771 560 484051 560 485331 560 486611 560 487886 565 489166 565 490446 565 491726 565 493006 565 494286 565 495566 565 496846 565 498126 565 499406 565 500686 565 501966 565 503246 560 504526 560 505806 560 507091 555 508371 555 509651 555 510931 555 512211 555 513491 555 514771 555 516051 555 517336 545 518616 545 519896 545 521176 545 522466 535 523746 535 525026 535 526306 535 527586 530 528866 530 530146 530 531426 530 532706 520 533986 520 535266 520 536546 520 537826 510 539106 510 540386 510 541666 510 542951 490 544231 490 545511 490 546791 490 548076 475 549356 475 550636 475 551916 460 553196 460 554476 460 555756 460 557041 440 558321 440 559601 440 560881 440 562166 425 563446 425 564726 425 566006 425 567286 380 568566 380 569846 380 571126 380 572411 360 573691 360 574971 360 576251 360 577536 345 578816 345 580096 345 581376 345 582661 320 583941 320 585221 320 586501 320 587786 260 589066 260 590346 260 591626 260 592916 240 594196 240 595476 240 596771 220 598051 220 599331 220 600611 220 601931 170 603211 170 604491 170 605771 170 607056 160 608336 160 609616 160 610896 160 612191 140 613471 140 614751 140 616031 140 617326 115 618606 115 619886 115 621166 115 622456 100 623736 100 625016 100 626296 100 627581 90 628861 90 630141 90 631421 90 632711 65 633991 65 635271 65 636561 40 637841 40 639121 40 640401 40
94a7f32574d6c748c41743c6c08a1d1a_1,
6ad1468996b4a9ce6d840b53a6558038_0,
6ad1468996b4a9ce6d840b53a6558038_1,502696 20 503976 20 505256 20 506536 20 507811 30 509091 30 510371 30 511651 30 512926 40 514206 40 515486 40 516766 40 518041 50 519321 50 520601 50 521881 50 523161 50 524441 50 525721 50 527001 50 528276 60 529556 60 530836 60 532116 60 533396 60 534676 60 535956 60 537236 60 538516 60 539796 60 541076 60 542356 60 543636 65 544916 65 546196 65 547476 65 548756 65 550036 65 551316 65 552596 65 553876 70 555156 70 556436 70 557716 70 558996 70 560276 70 561556 70 562836 70 564116 75 565396 75 566676 75 567956 75 569236 80 570516 80 571796 80 573076 80 574356 80 575636 80 576916 80 578196 80 579476 85 580756 85 582036 85 583316 85 584596 85 585876 85 587156 85 588436 85 589721 80 591001 80 592281 80 593561 80 594841 80 596121 80 597401 80 598681 80 599966 75 601246 75 602526 75 603806 75 605086 70 606366 70 607646 70 608926 70 610211 65 611491 65 612771 65 614051 65 615336 55 616616 55 617896 55 619176 55 620461 50 621741 50 623021 50 624301 50 625586 35 626866 35 628146 35 629426 35 630711 20 631991 20 633271 20 634551 20
782707d7c359e27888daefee82519763_0,322001 10 323281 10 324561 10 325841 10 327106 35 328386 35 329666 35 330941 45 332221 45 333501 45 334781 45 336056 55 337336 55 338616 55 339896 55 341176 60 342456 60 343736 60 345016 60 346291 70 347571 70 348851 70 350131 70 351411 70 352691 70 353971 70 355246 75 356526 75 357806 75 359086 75 360366 75 361646 75 362926 75 364206 75 365486 80 366766 80 368046 80 369321 80 370601 80 371881 80 373161 80 374441 80 375721 80 377001 80 378281 80 379561 80 380841 80 382121 80 383401 80 384681 80 385961 80 387241 80 388521 80 389801 80 391081 80 392361 80 393641 75 394921 75 396201 75 397481 75 398761 75 400041 75 401321 75 402601 75 403881 75 405161 75 406441 75 407721 70 409001 70 410281 70 411561 70 412846 60 414126 60 415406 60 416686 60 417966 55 419246 55 420526 55 421806 55 423091 45 424371 45 425651 45 426936 35 428216 35 429496 35 430776 35 432066 15 433346 15 434626 15 435906 15 538371 5 539651 5 540931 5 542206 5 542216 5 543486 5 543496 5 544766 5 544776 5 546046 5 546056 5 547321 25 548601 25 549881 25 551161 25 552446 25 553726 25 555006 25 556286 25 557536 55 558816 55 560096 55 561376 55 562656 55 563936 55 565216 55 566481 70 567761 70 569041 70 570321 70 571601 70 572881 70 574161 70 575441 70 576716 70 577996 70 579276 70 580546 65 581826 65 583106 65 584386 65 585636 85 586916 85 588196 85 589476 85 590756 80 592036 80 593316 80 594596 80 595876 75 597156 75 598436 75 599721 65 601001 65 602281 65 603561 65 604846 55 606126 55 607406 55 608686 55 609971 45 611251 45 612531 45 613811 45 615101 25 616381 25 617661 25
782707d7c359e27888daefee82519763_1,
afe1f119f21b248d152b672ab3492fc6_0,499966 35 501246 35 502526 35 503791 65 505071 65 506351 65 507631 65 508906 75 510186 75 511466 75 512746 75 514021 85 515301 85 516581 85 517861 85 519136 95 520416 95 521696 95 522971 105 524251 105 525531 105 526811 105 528086 115 529366 115 530646 115 531926 115 533201 120 534481 120 535761 120 537041 120 538321 125 539601 125 540881 125 542156 135 543436 135 544716 135 545996 135 547276 135 548556 135 549836 135 551116 135 552391 145 553671 145 554951 145 556231 145 557511 150 558791 150 560071 150 561346 155 562626 155 563906 155 565186 155 566466 160 567746 160 569026 160 570306 160 571581 165 572861 165 574141 165 575421 165 576701 165 577981 165 579261 165 580541 170 581821 170 583101 170 584381 170 585661 170 586941 170 588221 170 589501 170 590776 175 592056 175 593336 175 594616 175 595896 175 597176 175 598456 175 599736 180 601016 180 602296 180 603576 180 604851 185 606131 185 607411 185 608691 185 609971 190 611251 190 612531 190 613811 190 615086 195 616366 195 617646 195 618926 195 620206 195 621486 195 622766 195 624041 205 625321 205 626601 205 627881 205 629161 205 630441 205 631721 205 633001 210 634281 210 635561 210 636841 210 638116 215 639396 215 640676 215 641956 215 643236 220 644516 220 645796 220 647076 220 648356 220 649636 220 650916 220 652196 225 653476 225 654756 225 656036 225 657316 225 658596 225 659876 225 661156 225 662436 230 663716 230 664996 230 666276 230 667556 230 668836 230 670116 230 671401 225 672681 225 673961 225 675241 225 676521 225 677801 225 679081 225 680361 225 681646 220 682926 220 684206 220 685486 220 686771 215 688051 215 689331 215 690611 215 691891 215 693171 215 694451 215 695736 215 697016 215 698296 215 699576 215 700861 210 702141 210 703421 210 704701 210 705981 210 707261 210 708541 210 709826 205 711106 205 712386 205 713666 205 714946 205 716226 205 717506 205 718786 205 720066 205 721346 205 722626 205 723906 205 725191 200 726471 200 727751 200 729031 200 730311 200 731591 200 732871 200 734151 200 735431 200 736711 200 737991 200 739276 195 740556 195 741836 195 743116 195 744396 195 745676 195 746956 195 748236 195 749516 195 750796 195 752076 195 753356 190 754636 190 755916 190 757196 190 758476 190 759756 190 761036 190 762316 190 763601 180 764881 180 766161 180 767441 180 768721 180 770001 180 771281 180 772566 170 773846 170 775126 170 776406 170 777686 165 778966 165 780246 165 781526 165 782811 160 784091 160 785371 160 786656 150 787936 150 789216 150 790496 150 791781 140 793061 140 794341 140 795621 140 796906 130 798186 130 799466 130 800746 130 802031 120 803311 120 804591 120 805886 100 807166 100 808446 100 809726 100 811021 70 812301 70 813581 70 814861 70
afe1f119f21b248d152b672ab3492fc6_1,
6ddca6ee1af35b65bd9ea42cfcfedb5e_0,179851 45 181131 45 182411 45 183691 45 184961 65 186241 65 187521 65 188801 65 190071 85 191351 85 192631 85 193911 85 195186 95 196466 95 197746 95 199016 110 200296 110 201576 110 202856 110 204131 115 205411 115 206691 115 207971 115 209246 125 210526 125 211806 125 213086 125 214366 130 215646 130 216926 130 218206 130 219481 135 220761 135 222041 135 223321 135 224596 140 225876 140 227156 140 228436 140 229716 145 230996 145 232276 145 233556 145 234831 150 236111 150 237391 150 238671 150 239951 150 241231 150 242511 150 243791 150 245071 150 246351 150 247631 150 248906 160 250186 160 251466 160 252746 160 254026 160 255306 160 256586 160 257866 160 259141 165 260421 165 261701 165 262981 165 264261 165 265541 165 266821 165 268101 165 269381 165 270661 165 271941 165 273221 165 274501 165 275781 165 277061 165 278341 165 279616 170 280896 170 282176 170 283456 170 284736 170 286016 170 287296 170 288576 170 289856 170 291136 170 292416 170 293696 170 294976 170 296256 170 297536 170 298811 175 300091 175 301371 175 302651 175 303931 175 305211 175 306491 175 307771 175 309051 175 310331 175 311611 175 312891 175 314166 180 315446 180 316726 180 318006 180 319286 180 320566 180 321846 180 323126 180 324406 175 325686 175 326966 175 328246 175 329521 180 330801 180 332081 180 333361 180 334641 180 335921 180 337201 180 338481 180 339761 180 341041 180 342321 180 343596 185 344876 185 346156 185 347436 185 348716 185 349996 185 351276 185 352556 185 353836 185 355116 185 356396 185 357676 185 358956 185 360236 185 361516 185 362796 185 364076 185 365356 185 366636 185 367916 185 369196 185 370476 185 371756 185 373036 185 374316 190 375596 190 376876 190 378156 190 379436 190 380716 190 381996 190 383276 190 384556 190 385836 190 387116 190 388396 190 389676 190 390956 190 392236 190 393516 190 394796 190 396076 190 397356 190 398636 195 399916 195 401196 195 402476 195 403751 200 405031 200 406311 200 407591 200 408871 200 410151 200 411431 200 412711 200 413991 200 415271 200 416551 200 417831 200 419111 200 420391 200 421671 200 422951 200 424231 200 425511 200 426791 200 428066 205 429346 205 430626 205 431906 205 433186 205 434466 205 435746 205 437026 205 438306 205 439586 205 440866 205 442146 205 443426 205 444706 205 445986 205 447266 205 448546 205 449826 205 451106 205 452386 205 453666 210 454946 210 456226 210 457506 210 458786 210 460066 210 461346 210 462626 210 463906 210 465186 210 466466 210 467746 205 469026 205 470306 205 471586 205 472861 215 474141 215 475421 215 476701 215 477981 215 479261 215 480541 215 481821 215 483101 215 484381 215 485661 215 486941 215 488221 215 489501 215 490781 215 492061 215 493341 215 494621 215 495901 215 497181 215 498456 215 499736 215 501016 215 502296 215 503576 215 504856 215 506136 215 507416 215 508696 215 509976 215 511256 215 512531 215 513811 215 515091 215 516371 215 517651 215 518931 215 520211 215 521491 215 522771 215 524051 215 525331 215 526611 215 527886 215 529166 215 530446 215 531726 215 533006 220 534286 220 535566 220 536846 220 538126 215 539406 215 540686 215 541966 215 543246 215 544526 215 545806 215 547086 215 548366 215 549646 215 550926 215 552206 210 553486 210 554766 210 556046 210 557326 205 558606 205 559886 205 561166 205 562446 195 563726 195 565006 195 566286 195 567571 185 568851 185 570131 185 571411 185 572691 180 573971 180 575251 180 576531 180 577811 175 579091 175 580371 175 581651 175 582931 170 584211 170 585491 170 586771 170 588051 165 589331 165 590611 165 591891 165 593171 160 594451 160 595731 160 597011 160 598291 160 599571 160 600851 160 602131 155 603411 155 604691 155 605971 155 607256 150 608536 150 609816 150 611096 150 612376 145 613656 145 614936 145 616216 145 617496 145 618776 145 620056 145 621336 145 622616 140 623896 140 625176 140 626456 140 627736 135 629016 135 630296 135 631576 135 632861 130 634141 130 635421 130 636701 130 637981 130 639261 130 640541 130 641826 120 643106 120 644386 120 645666 120 646946 120 648226 120 649506 120 650786 120 652071 115 653351 115 654631 115 655911 115 657191 115 658471 115 659751 115 661031 115 662316 110 663596 110 664876 110 666156 110 667436 110 668716 110 669996 110 671276 110 672561 105 673841 105 675121 105 676401 105 677681 100 678961 100 680241 100 681526 95 682806 95 684086 95 685366 95 686651 90 687931 90 689211 90 690491 90 691771 85 693051 85 694331 85 695611 85 696896 80 698176 80 699456 80 700736 80 702021 75 703301 75 704581 75 705861 75 707141 70 708421 70 709701 70 710981 70 712266 60 713546 60 714826 60 716106 60 717391 55 718671 55 719951 55 721231 55 722516 45 723796 45 725076 45 726361 35 727641 35 728921 35 730201 35 731486 25 732766 25 734046 25 735326 25 736616 5 737896 5 739176 5 740456 5
6ddca6ee1af35b65bd9ea42cfcfedb5e_1,
87133b51209db6dcdda5cc8a788edaeb_0,269706 45 270986 45 272266 45 273546 45 274816 65 276096 65 277376 65 278656 65 279931 80 281211 80 282491 80 283771 80 285046 100 286326 100 287606 100 288886 105 290166 105 291446 105 292726 105 294001 115 295281 115 296561 115 297841 115 299116 125 300396 125 301676 125 302956 125 304236 130 305516 130 306796 130 308076 130 309351 140 310631 140 311911 140 313191 140 314471 145 315751 145 317031 145 318311 145 319586 155 320866 155 322146 155 323426 155 324701 165 325981 165 327261 165 328541 165 329821 170 331101 170 332381 170 333656 180 334936 180 336216 180 337496 180 338776 185 340056 185 341336 185 342616 185 343891 195 345171 195 346451 195 347731 195 349011 195 350291 195 351571 195 352851 195 354126 200 355406 200 356686 200 357966 200 359246 205 360526 205 361806 205 363086 205 364366 205 365646 205 366926 205 368206 205 369481 210 370761 210 372041 210 373321 210 374601 215 375881 215 377161 215 378441 220 379721 220 381001 220 382281 220 383561 225 384841 225 386121 225 387401 225 388676 235 389956 235 391236 235 392516 235 393796 240 395076 240 396356 240 397636 240 398916 240 400196 240 401476 240 402756 240 404036 245 405316 245 406596 245 407876 245 409156 245 410436 245 411716 245 412996 245 414276 250 415556 250 416836 250 418116 250 419396 250 420676 250 421956 250 423236 250 424516 250 425796 250 427076 250 428356 255 429636 255 430916 255 432196 255 433476 255 434756 255 436036 255 437316 255 438596 255 439876 255 441156 255 442436 255 443716 255 444996 255 446276 255 447556 255 448836 255 450116 255 451396 255 452676 255 453961 250 455241 250 456521 250 457801 250 459081 250 460361 250 461641 250 462921 250 464201 250 465481 250 466761 250 468041 250 469321 250 470601 250 471881 250 473161 250 474441 250 475721 250 477001 250 478286 245 479566 245 480846 245 482126 245 483406 245 484686 245 485966 245 487246 245 488526 245 489806 245 491086 245 492366 245 493651 240 494931 240 496211 240 497491 240 498771 240 500051 240 501331 240 502611 240 503891 240 505171 240 506451 240 507736 235 509016 235 510296 235 511576 235 512856 235 514136 235 515416 235 516696 235 517981 235 519261 235 520541 235 521821 235 523101 235 524381 235 525661 235 526941 235 528226 230 529506 230 530786 230 532066 230 533346 230 534626 230 535906 230 537186 230 538471 225 539751 225 541031 225 542311 225 543591 225 544871 225 546151 225 547431 225 548716 220 549996 220 551276 220 552561 215 553841 215 555121 215 556401 215 557681 215 558961 215 560241 215 561521 215 562806 210 564086 210 565366 210 566646 210 567926 210 569206 210 570486 210 571766 210 573051 205 574331 205 575611 205 576891 205 578176 205 579456 205 580736 205 582016 205 583296 205 584576 205 585856 205 587136 205 588421 200 589701 200 590981 200 592261 200 593546 200 594826 200 596106 200 597386 200 598666 200 599946 200 601226 200 602511 195 603791 195 605071 195 606351 195 607636 190 608916 190 610196 190 611476 190 612761 185 614041 185 615321 185 616601 185 617886 180 619166 180 620446 180 621726 180 623011 175 624291 175 625571 175 626851 175 628131 180 629411 180 630691 180 631971 180 633256 170 634536 170 635816 170 637101 165 638381 165 639661 165 640941 165 642226 155 643506 155 644786 155 646066 155 647351 150 648631 150 649911 150 651191 150 652481 135 653761 135 655041 135 656321 135 657606 125 658886 125 660166 125 661446 125 662736 115 664016 115 665296 115 666576 115 667866 100 669146 100 670426 100 671706 100 672996 85 674276 85 675556 85 676836 85 678131 65 679411 65 680691 65 681991 30 683271 30 684551 30 685831 30
87133b51209db6dcdda5cc8a788edaeb_1,
